SMILES,Solvent,AM,EM,QY,AC,ST,LGAC,Et30,SP,SdP,SA,SB
CCN(CC)c1ccc2c(c1)Oc1cc(O)c(-c3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)cc1C21OC(=O)c2ccccc21,C1COCCO1,328,454,0.284,43400,126,4.63748973,36,0.737,0.312,0,0.444
CCN(CC)c1ccc2c(c1)Oc1cc(O)c(-c3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)cc1C21OC(=O)c2ccccc21,CCOC(=O)C,328,453,0.146,58700,125,4.768638101,38.1,0.656,0.603,0,0.542
CCN(CC)c1ccc2c(c1)Oc1cc(O)c(-c3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)cc1C21OC(=O)c2ccccc21,CS(=O)C,332,456,0.335,10200,124,4.008600172,45.1,0.83,1,0.072,0.647
CCN(CC)c1ccc2c(c1)Oc1cc(O)c(-c3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)cc1C21OC(=O)c2ccccc21,CC1=CC=CC=C1,327,435,0.117,48400,108,4.684845362,33.9,0.782,0.284,0,0.128
CCN(CC)c1ccc2c(c1)Oc1cc(O)c(-c3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)cc1C21OC(=O)c2ccccc21,CCCCCC,321,428,0.077,32200,107,4.507855872,31,0.616,0,0,0.056
O=C(O)c1c(F)c(F)c(F)c(F)c1-c1c2cc(F)c(=O)c(F)c-2oc2c(F)c(O)c(F)cc12,O,535,553,,,18,,63.1,0.681,0.997,1.062,0.025
C[N+]1=c2cc3c(cc2C(C)(C)CC1)=C(c1ccccc1)c1cc2c4c(c1[Se]3)CCCN4CCC2,CO,597,624,0.02,122000,27,5.086359831,55.4,0.608,0.904,0.605,0.545
CCOC(=O)c1cnc(NCCNC(=O)c2ccccc2-c2c3ccc(=[N+](CC)CC)cc-3oc3cc(N(CC)CC)ccc23)nc1NCCc1ccccc1,CS(=O)C,310,489,0.102,,179,,45.1,0.83,1,0.072,0.647
CCOC(=O)c1cnc(NCCNC(=O)c2ccccc2-c2c3ccc(=[N+](CC)CC)cc-3oc3cc(N(CC)CC)ccc23)nc1NCCc1ccccc1,CCOC(=O)C,309,453,0.102,,144,,38.1,0.656,0.603,0,0.542
CCOC(=O)c1cnc(NCCNC(=O)c2ccccc2-c2c3ccc(=[N+](CC)CC)cc-3oc3cc(N(CC)CC)ccc23)nc1NCCc1ccccc1,C(Cl)Cl,306,456,0.102,,150,,40.7,0.761,0.769,0.04,0.178
CCOC(=O)c1cnc(NCCNC(=O)c2ccccc2-c2c3ccc(=[N+](CC)CC)cc-3oc3cc(N(CC)CC)ccc23)nc1NCCc1ccccc1,C1CCOC1,307,448,0.102,,141,,37.4,0.714,0.634,0,0.591
C#Cc1ccc(C2=C3C=CC(=[N+](CC)CC)C=C3[Si](C)(C)c3cc(N(CC)CC)ccc32)cc1,CC#N,656,673,0.25,,17,,45.6,0.645,0.974,0.044,0.286
CCN(CC)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](CC)CC)C=CC1=C2c1cccc([N+](=O)[O-])c1,CC#N,660,676,0.23,,16,,45.6,0.645,0.974,0.044,0.286
O=C(O)c1ccccc1-c1c2ccc(=O)c(/C=N/Cc3ccccn3)c-2oc2cc(O)ccc12,O,470,520,,,50,,63.1,0.681,0.997,1.062,0.025
CCN(CC)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](CC)CC)C=CC1=C2c1ccccc1[N+](=O)[O-],CC#N,661,680,0.12,,19,,45.6,0.645,0.974,0.044,0.286
COc1cccc(OC)c1C1=C2C=CC(=[N+](C)C)C=C2P(=O)([O-])c2cc(N(C)C)ccc21,O,675,695,0.24,73200,20,4.864511081,63.1,0.681,0.997,1.062,0.025
O=C(O)c1ccc(-c2c3ccc(=O)cc-3oc3c(F)c(O)c(F)cc23)c(C(=O)O)c1,O,502,521,,,19,,63.1,0.681,0.997,1.062,0.025
CN(C)c1ccc2c(c1)[Si](C)(C)c1cc(N(C)C)ccc1C21OCc2ccccc21,CS(=O)C,650,674,,,24,,45.1,0.83,1,0.072,0.647
C[Si]1(C)c2c(cc3c4c2CCCN4CCC3)C(NCc2ccccc2)=c2cc3c4c(c21)CCC[N+]=4CCC3,O,501,656,0.1,13100,155,4.117271296,63.1,0.681,0.997,1.062,0.025
C[Si]1(C)c2c(cc3c4c2CCCN4CCC3)C(NCc2ccccc2)=c2cc3c4c(c21)CCC[N+]=4CCC3,CCO,502,632,0.31,14800,130,4.170261715,51.9,0.633,0.783,0.4,0.658
C[Si]1(C)c2c(cc3c4c2CCCN4CCC3)C(NCc2ccccc2)=c2cc3c4c(c21)CCC[N+]=4CCC3,C(Cl)Cl,512,645,0.32,15900,133,4.201397124,40.7,0.761,0.769,0.04,0.178
O=C(c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3)N1CCNCC1,O,589,610,,,21,,63.1,0.681,0.997,1.062,0.025
CCN(CC)c1ccc(/C=C2\CCCc3c2[o+]c2cc(N(CC)CC)ccc2c3-c2ccccc2C(=O)O)cc1,O,657,750,0.014,36500,93,4.562292864,63.1,0.681,0.997,1.062,0.025
CCN(CC)c1ccc(/C=C2\CCCc3c2[o+]c2cc(N(CC)CC)ccc2c3-c2ccccc2C(=O)O)cc1,CO,663,747,0.068,58920,84,4.770262738,55.4,0.608,0.904,0.605,0.545
C[Si]1(C)C2=CC(=[N+]3CCC3)C=CC2=C(c2c(F)c(SCC(=O)O)c(F)c(F)c2C(=O)O)c2ccc(N3CCC3)cc21,O,668,681,,,13,,63.1,0.681,0.997,1.062,0.025
CN(C)c1ccc2c(-c3cc(C(=O)[O-])ccc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,CCO,538,564,0.59,,26,,51.9,0.633,0.783,0.4,0.658
CN(C)c1ccc2c(-c3cc(C(=O)[O-])ccc3C(=O)[O-])c3ccc(=[N+](C)C)cc-3oc2c1,O,549,575,0.45,,26,,63.1,0.681,0.997,1.062,0.025
COC(=O)c1ccccc1C1=c2cc3c4c(c2Oc2c1ccc1ccccc21)CCC[N+]=4CCC3,C(Cl)(Cl)Cl,528,601,0.36,11800,73,4.071882007,39.1,0.783,0.614,0.047,0.071
COC(=O)c1ccccc1C1=c2cc3c4c(c2Oc2c1ccc1ccccc21)CCC[N+]=4CCC3,CS(=O)C,532,619,0.1,3500,87,3.544068044,45.1,0.83,1,0.072,0.647
COC(=O)c1ccccc1C1=c2cc3c4c(c2Oc2c1ccc1ccccc21)CCC[N+]=4CCC3,CCO,527,606,0.49,14800,79,4.170261715,51.9,0.633,0.783,0.4,0.658
COC(=O)c1ccccc1C1=c2cc3c4c(c2Oc2c1ccc1ccccc21)CCC[N+]=4CCC3,C(Cl)Cl,526,599,0.52,15800,73,4.198657087,40.7,0.761,0.769,0.04,0.178
COC(=O)c1ccccc1C1=c2cc3c4c(c2Oc2c1ccc1ccccc21)CCC[N+]=4CCC3,CO,527,605,0.41,13400,78,4.127104798,55.4,0.608,0.904,0.605,0.545
COC(=O)c1ccccc1C1=c2cc3c4c(c2Oc2c1ccc1ccccc21)CCC[N+]=4CCC3,CC#N,529,612,0.22,8500,83,3.929418926,45.6,0.645,0.974,0.044,0.286
COC(=O)c1ccccc1C1=c2cc3c4c(c2Oc2c1ccc1ccccc21)CCC[N+]=4CCC3,O,527,610,0.19,7000,83,3.84509804,63.1,0.681,0.997,1.062,0.025
CC[N+](CC)=c1ccc2c(C(F)(F)F)c3c(oc-2c1)-c1ccc(N(C)C)cc1CC3,C(Cl)Cl,684,713,0.31,97100,29,4.98721923,40.7,0.761,0.769,0.04,0.178
CC[N+](CC)=c1ccc2c(C(F)(F)F)c3c(oc-2c1)-c1ccc(N(C)C)cc1CC3,CCO,680,725,0.119,54400,45,4.7355989,51.9,0.633,0.783,0.4,0.658
[O]C(=O)c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CC#N,577,603,1,,26,,45.6,0.645,0.974,0.044,0.286
[O]C(=O)c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CN(C)C=O,580,608,1,,28,,43.2,0.759,0.977,0.031,0.613
[O]C(=O)c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CCO,564,593,0.98,,29,,51.9,0.633,0.783,0.4,0.658
[O]C(=O)c1ccccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,O,575,604,0.99,,29,,63.1,0.681,0.997,1.062,0.025
Cc1ccc(N=[N+]=[N-])cc1C1=C2C=CC(=[N+](C)C)C=C2[Si](C)(C)c2cc(N(C)C)ccc21,O,653,675,0.2,,22,,63.1,0.681,0.997,1.062,0.025
CCNc1ccc2c(-c3ccccc3C(=O)OCC)c3cc/c(=[NH+]\CC)cc-3oc2c1,CO,527,,,,,,55.4,0.608,0.904,0.605,0.545
CC/[NH+]=c1\cc2oc3cc(NC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C,CCO,488,552,0.94,,64,,51.9,0.633,0.783,0.4,0.658
CC/[NH+]=c1\cc2oc3cc(NC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C,O,530,552,0.95,,22,,63.1,0.681,0.997,1.062,0.025
CN(C)c1ccc2cc3ccc(=[N+](C)C)cc-3oc2c1,CCO,547,568,0.48,,21,,51.9,0.633,0.783,0.4,0.658
CN(C)c1ccc2cc3ccc(=[N+](C)C)cc-3oc2c1,O,548,565,0.38,,17,,63.1,0.681,0.997,1.062,0.025
CN(C)c1ccc2c(c1)CCC1=C2OC2=C3C=CC(=[N+](C)C)C=C3CCC2=C1c1ccccc1C(=O)O,O,600,673,0.25,137300,73,5.137670537,63.1,0.681,0.997,1.062,0.025
C[Si]1(C)C2=CC(=[N+]3CCC3)C=CC2=C(c2c(Cl)c(Cl)c(Cl)c(Cl)c2C(=O)O)c2ccc(N3CCC3)cc21,O,673,685,,,12,,63.1,0.681,0.997,1.062,0.025
C[Si]1(C)C2=CC(=[N+]3CCC3)C=CC2=C(c2ccccc2S(=O)(=O)O)c2ccc(N3CCC3)cc21,O,655,670,,,15,,63.1,0.681,0.997,1.062,0.025
C[N+]1=C(/C=C/C2=C3Oc4c(cc5c6c4CCCN6CCC5)C(c4ccccc4C(=O)O)=C3CCC2)C(C)(C)c2c1ccc1ccccc21,CC#N,742,780,0.2,,38,,45.6,0.645,0.974,0.044,0.286
C[N+]1=C(/C=C/C2=C3Oc4c(cc5c6c4CCCN6CCC5)C(c4ccccc4C(=O)O)=C3CCC2)C(C)(C)c2c1ccc1ccccc21,CO,730,768,0.3,129785,38,5.113224501,55.4,0.608,0.904,0.605,0.545
C[N+]1=C(/C=C/C2=C3Oc4c(cc5c6c4CCCN6CCC5)C(c4ccccc4C(=O)O)=C3CCC2)C(C)(C)c2c1ccc1ccccc21,CCO,728,763,0.29,130400,35,5.115277591,51.9,0.633,0.783,0.4,0.658
C[N+]1=C(/C=C/C2=C3Oc4c(cc5c6c4CCCN6CCC5)C(c4ccccc4C(=O)O)=C3CCC2)C(C)(C)c2c1ccc1ccccc21,C(Cl)(Cl)Cl,746,775,0.46,115210,29,5.061490177,39.1,0.783,0.614,0.047,0.071
CCOC(=O)/C(C#N)=C/C1=C2Oc3cc4ccccc4cc3C(/N=C/N(C)C)=C2CC(C(C)(C)CC)C1,CO,530,611,0.0121,61000,81,4.785329835,55.4,0.608,0.904,0.605,0.545
Cc1cccc(C)c1C1=C2C=CC(=[N+](C)C)C=C2P(=O)([O-])c2cc(N(C)C)ccc21,O,669,689,0.3,77200,20,4.8876173,63.1,0.681,0.997,1.062,0.025
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/c1ccc(N2CCCC2)s1)CCC3,C(Cl)Cl,738,770,0.04,156309,32,5.193983985,40.7,0.761,0.769,0.04,0.178
CN(C)c1ccc2c(c1)[Si](c1ccccc1)(c1ccccc1)C1=CC(=[N+](C)C)C=CC1=C2,O,649,665,0.23,,16,,63.1,0.681,0.997,1.062,0.025
CN(C(=O)OCc1ccccc1)C1=c2cc3c4c(c2[Si](C)(C)c2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,C(Cl)Cl,702,718,0.4,102600,16,5.011147361,40.7,0.761,0.769,0.04,0.178
CN(C(=O)OCc1ccccc1)C1=c2cc3c4c(c2[Si](C)(C)c2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,O,702,714,0.05,,12,,63.1,0.681,0.997,1.062,0.025
CN(C(=O)OCc1ccccc1)C1=c2cc3c4c(c2[Si](C)(C)c2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CCO,702,717,0.35,114800,15,5.059941888,51.9,0.633,0.783,0.4,0.658
CN(C(=O)OCc1ccccc1)C1=c2cc3c4c(c2[Si](C)(C)c2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,CC#N,700,714,0.26,107400,14,5.031004281,45.6,0.645,0.974,0.044,0.286
CCCCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OCCCC)ccc12,CO,486,526,0.35,,40,,55.4,0.608,0.904,0.605,0.545
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1ccc(OC)cc1,CO,530,551,0.078,,21,,55.4,0.608,0.904,0.605,0.545
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1ccc(OC)cc1,CC#N,525,549,0.127,,24,,45.6,0.645,0.974,0.044,0.286
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1ccc(OC)cc1,CN(C)C=O,535,560,0.087,,25,,43.2,0.759,0.977,0.031,0.613
CCNc1cc2c(cc1C)C1(c3cc(C)c(NCC)cc3O2)c2ccccc2C(=O)N1NC(=O)c1ccc(OC)cc1,C(Cl)(Cl)Cl,530,543,0.099,,13,,39.1,0.783,0.614,0.047,0.071
CC(C)N(C)c1ccc2c(-c3ccccc3)c3cc/c(=[N+](/C)C(C)C)cc-3oc2c1,CCO,555,575,0.44,85500,20,4.931966115,51.9,0.633,0.783,0.4,0.658
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)-c1ccccc1C3,CO,469,656,0.103,27821,187,4.444372736,55.4,0.608,0.904,0.605,0.545
CCCCC1=C2C=CC(=[N+](C)C)C=C2C(C)(C)c2cc(N(C)C)ccc21,CCO,601,636,0.67,,35,,51.9,0.633,0.783,0.4,0.658
CN(C)c1ccc2c(c1)[Si](C)(C)C1=CC(=[N+](C)C)C=CC1=C2NCCCC(=O)OC(C)(C)C,O,462,608,0.26,,146,,63.1,0.681,0.997,1.062,0.025
CCCCOC(=O)c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c(OCCCC)c(I)cc12,CO,534,561,0.061,,27,,55.4,0.608,0.904,0.605,0.545
Cc1nnc(-c2ccc(CO)c(C3=C4C=CC(=[N+](C)C)C=C4[Si](C)(C)c4cc(N(C)C)ccc43)c2)nn1,O,654,670,0.06,,16,,63.1,0.681,0.997,1.062,0.025
CCc1ccccc1C1=C2C=CC(=[N+]3CCCC3)C=C2P(=O)(c2ccccc2)c2cc(C)ccc21,O,703,729,0.28,72000,26,4.857332496,63.1,0.681,0.997,1.062,0.025
CCN(CC)c1ccc2c(-c3c(Br)c(Br)c(Br)c(Br)c3C(=O)O)c3cc4c(cc3[o+]c2c1)N1CCCC1CN4CC(F)(F)F,O,606,637,0.56,36754,31,4.565304611,63.1,0.681,0.997,1.062,0.025
CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CC#N,555,579,0.4,,24,,45.6,0.645,0.974,0.044,0.286
CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CN(C)C=O,560,588,0.42,,28,,43.2,0.759,0.977,0.031,0.613
CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CCO,539,571,0.66,,32,,51.9,0.633,0.783,0.4,0.658
CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,O,554,580,0.36,,26,,63.1,0.681,0.997,1.062,0.025
Cc1ccccc1C1=c2cc3c(cc2[Si](C)(C)c2cc4c(cc21)CCN4C)=[N+](C)CC3,O,691,712,0.35,130000,21,5.113943352,63.1,0.681,0.997,1.062,0.025
CCOC(=O)c1cnc(NCCNC(=O)c2ccccc2-c2c3ccc(=[N+](CC)CC)cc-3oc3cc(N(CC)CC)ccc23)nc1Nc1ccccc1,CS(=O)C,311,491,0.031,,180,,45.1,0.83,1,0.072,0.647
CCOC(=O)c1cnc(NCCNC(=O)c2ccccc2-c2c3ccc(=[N+](CC)CC)cc-3oc3cc(N(CC)CC)ccc23)nc1Nc1ccccc1,C1CCOC1,309,451,0.031,,142,,37.4,0.714,0.634,0,0.591
CCOC(=O)c1cnc(NCCNC(=O)c2ccccc2-c2c3ccc(=[N+](CC)CC)cc-3oc3cc(N(CC)CC)ccc23)nc1Nc1ccccc1,C(Cl)Cl,303,460,0.031,,157,,40.7,0.761,0.769,0.04,0.178
CCOC(=O)c1cnc(NCCNC(=O)c2ccccc2-c2c3ccc(=[N+](CC)CC)cc-3oc3cc(N(CC)CC)ccc23)nc1Nc1ccccc1,CCOC(=O)C,310,456,0.031,,146,,38.1,0.656,0.603,0,0.542
CN(C)c1ccc2c(c1)C(C)(C)C1=CC(=[N+](C)C)C=CC1=C2c1ccccc1,CCO,611,638,0.06,,27,,51.9,0.633,0.783,0.4,0.658
CCN(CC)c1ccc2c(c1)Oc1cc(-c3sccc3OC)sc1C21OC(=O)c2ccccc21,CCOC(=O)C,581,638,0.1435,78700,57,4.895974732,38.1,0.656,0.603,0,0.542
CCN(CC)c1ccc2c(c1)Oc1cc(-c3sccc3OC)sc1C21OC(=O)c2ccccc21,CC(=O)C,581,638,0.086,88500,57,4.946943271,42.2,0.651,0.907,0,0.475
CCN(CC)c1ccc2c(c1)Oc1cc(-c3sccc3OC)sc1C21OC(=O)c2ccccc21,CC#N,580,639,0.0992,85500,59,4.931966115,45.6,0.645,0.974,0.044,0.286
CCN(CC)c1ccc2c(c1)Oc1cc(-c3sccc3OC)sc1C21OC(=O)c2ccccc21,CS(=O)C,587,651,0.0759,83800,64,4.923244019,45.1,0.83,1,0.072,0.647
CCN(CC)c1ccc2c(c1)Oc1cc(-c3sccc3OC)sc1C21OC(=O)c2ccccc21,CN(C)C=O,591,645,0.0809,83800,54,4.923244019,43.2,0.759,0.977,0.031,0.613
CCN(CC)c1ccc2c(c1)Oc1cc(-c3sccc3OC)sc1C21OC(=O)c2ccccc21,C(Cl)Cl,581,627,0.5209,102500,46,5.010723865,40.7,0.761,0.769,0.04,0.178
CCN(CC)c1ccc2c(c1)Oc1cc(-c3sccc3OC)sc1C21OC(=O)c2ccccc21,C1CCOC1,579,628,0.5702,98000,49,4.991226076,37.4,0.714,0.634,0,0.591
CCN(CC)c1ccc2c(c1)Oc1cc(-c3sccc3OC)sc1C21OC(=O)c2ccccc21,C(Cl)(Cl)Cl,579,628,0.5702,98000,49,4.991226076,39.1,0.783,0.614,0.047,0.071
CCN(CC)c1ccc2c(c1)Oc1cc(-c3sccc3OC)sc1C21OC(=O)c2ccccc21,CCO,580,635,0.1593,88800,55,4.948412966,51.9,0.633,0.783,0.4,0.658
CCN(CC)c1ccc2c(c1)Oc1cc(-c3sccc3OC)sc1C21OC(=O)c2ccccc21,CO,581,638,0.086,88500,57,4.946943271,55.4,0.608,0.904,0.605,0.545
CCN(CC)c1ccc2c(c1)Oc1cc(-c3sccc3OC)sc1C21OC(=O)c2ccccc21,O,582,640,0.0347,63000,58,4.799340549,63.1,0.681,0.997,1.062,0.025
Cc1cn(-c2cc3c(c(C4=C5C=CC(=[N+](C)C)C=C5[Si](C)(C)c5cc(N(C)C)ccc54)c2)OCCO3)nn1,O,656,668,0.18,,12,,63.1,0.681,0.997,1.062,0.025
O=c1cc2oc3cc(O)ccc3c3c4ccc(O)cc4oc(c1)c23,CS(=O)C,488,547,0.4,24000,59,4.380211242,45.1,0.83,1,0.072,0.647
CCN(CC)c1ccc2c(c1)Oc1cc(O)c(-c3nc4c5ccccc5c5ccccc5c4[nH]3)cc1C21OC(=O)c2ccccc21,CO,369,451,0.095,17400,82,4.240549248,55.4,0.608,0.904,0.605,0.545
CCN(CC)c1ccc2c(c1)Oc1cc(O)c(-c3nc4c5ccccc5c5ccccc5c4[nH]3)cc1C21OC(=O)c2ccccc21,C1COCCO1,371,454,0.327,28600,83,4.456366033,36,0.737,0.312,0,0.444
CCN(CC)c1ccc2c(c1)Oc1cc(O)c(-c3nc4c5ccccc5c5ccccc5c4[nH]3)cc1C21OC(=O)c2ccccc21,CCOC(=O)C,369,438,0.144,32200,69,4.507855872,38.1,0.656,0.603,0,0.542
CCN(CC)c1ccc2c(c1)Oc1cc(O)c(-c3nc4c5ccccc5c5ccccc5c4[nH]3)cc1C21OC(=O)c2ccccc21,CS(=O)C,371,459,0.347,30800,88,4.488550717,45.1,0.83,1,0.072,0.647
CCN(CC)c1ccc2c(c1)Oc1cc(O)c(-c3nc4c5ccccc5c5ccccc5c4[nH]3)cc1C21OC(=O)c2ccccc21,CCCCCC,366,416,0.086,93900,50,4.972665592,31,0.616,0,0,0.056
CCN(CC)c1ccc2c(c1)Oc1cc(O)c(-c3nc4c5ccccc5c5ccccc5c4[nH]3)cc1C21OC(=O)c2ccccc21,C(Cl)(Cl)Cl,368,428,0.154,78600,60,4.895422546,39.1,0.783,0.614,0.047,0.071
COc1cccc(OC)c1-c1c2ccc(=[N+]3CCCCC3)cc-2oc2cc(N3CCCCC3)ccc12,C(Cl)Cl,565,586,0.86,87300,21,4.941014244,40.7,0.761,0.769,0.04,0.178
CN(C)c1ccc2c(c1)P(=O)(c1ccccc1)C1=CC(=[N+](C)C)C=CC1=C2c1ccccc1C(F)(F)F,O,709,738,0.13,76000,29,4.880813592,63.1,0.681,0.997,1.062,0.025
CCN(CC)c1ccc2cc3c([o+]c2c1)/C(=C/Nc1ccccc1)CCC3,CCO,605,647,0.18,42000,42,4.62324929,51.9,0.633,0.783,0.4,0.658
CCN(CC)c1ccc2cc3c([o+]c2c1)/C(=C/Nc1ccccc1)CCC3,C(Cl)(Cl)Cl,616,642,0.22,64000,26,4.806179974,39.1,0.783,0.614,0.047,0.071
CCN(CC)c1ccc2cc3c([o+]c2c1)/C(=C/Nc1ccccc1)CCC3,C(Cl)Cl,615,647,0.31,70000,32,4.84509804,40.7,0.761,0.769,0.04,0.178
